fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
-0.15993546615126278,0.255519843658032,-0.6768868370183342,-0.38630974984514455,0.0023127274793779302,-0.9436396869561295,-0.40786931717681135,0.1544964527836136,0.4111791350716698,-1.0855800862049692,-1.4037148140890623
-0.6688130727796887,-1.0824763051915707,0.027928012819431774,-0.38630974984514455,0.0023127274793779302,1.3407109022940626,0.84148480891053,0.1227680692776368,0.912756449314655,-1.2625663859856344,-1.4037148140890623
1.5110377585062753,-1.0110838212671365,1.4375577124949634,1.3815988038006262,0.26929611361564826,-1.4601590091158148,-0.8129357997996132,1.001289316212161,-0.8967976597032875,-0.8329516058399294,0.3295416323204795
1.5490383774790772,0.7975304578629887,1.4375577124949634,0.17748615057794628,0.07142451907161367,-1.18027675827701,-1.4881915747830374,1.7433453027725823,-0.8967976597032875,0.43471462082324586,-0.8259626652858817
-1.8665041702137,0.50967204516074,-0.6768868370183342,-0.8113312241095393,-0.620228396619857,0.5062055511028578,-0.40786931717681135,-0.9918036575525064,1.523619503538048,0.11810959970268378,0.9072937811236601
-0.09319267277367502,0.09594413246394128,0.027928012819431774,-0.38630974984514455,-0.37067971807751715,0.2263233002640532,1.4532094230617714,-0.37406148032021186,-0.2328078804061593,-0.7519106989536329,-1.4037148140890623
-0.6688130727796887,0.4096821638005882,-1.3817016868561,0.17748615057794628,0.0023127274793779302,0.9478269774423154,1.297388408739908,0.3872294429781081,1.523619503538048,-0.8329516058399294,-0.8259626652858817
1.8345711948491115,-0.8721444075752534,1.4375577124949634,2.6066454582785634,-0.620228396619857,-0.9436396869561295,0.0221187929164237,1.9555521833060006,-0.5622250663841851,-0.2951136210938278,1.4850459299268408
-1.455241408868317,-0.3004940848901874,0.027928012819431774,-0.1894915454597381,-0.2920994445705879,1.3894484037817723,1.356065031890332,-0.4902733101506312,0.1559074170186824,-0.15295130197869347,-0.24821051648270112
1.8005702395388015,-0.4823283948439098,1.4375577124949634,1.3815988038006262,0.8186278139451882,-0.3961071412561519,-0.6848443344480076,1.7433453027725823,-1.0321066707698467,1.21499174567799,0.3295416323204795
-0.09319267277367502,-0.8721444075752534,0.027928012819431774,-0.8113312241095393,-0.1781241594707261,0.8824936132048328,0.3800894072139278,-0.21554959527119744,-0.16752919645753106,0.18330725362880118,-1.4037148140890623
2.0294188436503107,-0.8044838219502284,1.4375577124949634,0.6720606062796602,0.20484395028967192,-0.3961071412561519,0.12910962417028782,2.2740217017157818,-0.8967976597032875,0.24753898078618322,-0.24821051648270112
-1.0844812579136114,0.750740868738186,-1.3817016868561,1.2493255442205735,0.9723074622404612,0.7428426224237386,-0.2645557014738005,-0.22083409094930956,0.912756449314655,-0.0835808255133876,0.3295416323204795
