bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,month,day,year,month_name
0.06060606060606061,0.1875,0.40201508137404995,0.14320496222671408,0.8000000000000002,0.0,0.0,0.5,0.49999999999999994,0.5589513147283336,0.0,0.8608695652173921,0.0,0.44230769230769235,0.8572496350977916,0.24458325374158973,0.5423879190374121,0.0,0.8181818181818182,0.9333333333333333,0.0,0.4545454545454546
0.12121212121212122,0.40625,0.7121894449350374,0.5707368672162869,0.4,0.0,0.0,0.75,0.9166666666666666,0.8581667737495904,0.0,0.7652173913043505,0.0,0.5,0.6602147805122314,0.3685368264528919,0.8975916163716189,0.0,0.6363636363636364,0.23333333333333334,0.0,0.6363636363636364
0.06060606060606061,0.09375,0.40381161199827753,0.24335744341561671,0.0,0.0,0.0,0.5,0.49999999999999994,0.5071597973923252,0.04979253112033195,0.1217391304347828,0.0,0.6538461538461539,0.7370542939613303,0.16734720616941057,0.5449516816845765,1.0,0.4545454545454545,0.8,0.0,0.9090909090909092
0.06060606060606061,0.125,0.34152110509005706,0.20149434445247405,0.0,0.0,0.0,0.75,0.5833333333333333,0.4889150097730486,0.0,0.23478260869565304,0.0,0.5,0.6786860845052323,0.17479931152855976,0.6006698851220573,0.0,0.4545454545454545,0.7666666666666667,0.0,0.9090909090909092
0.12121212121212122,0.3125,0.610353517822616,0.36163966737111175,0.4,0.0,0.5,0.5,0.6666666666666666,0.7699219305509297,0.0,0.8869565217391333,0.0,0.3653846153846154,0.9840921593601879,0.25780512872940364,0.7279885012380314,0.0,0.2727272727272727,0.8333333333333334,1.0,1.0
0.09090909090909091,0.3125,0.4389773296920738,0.23417695948310469,0.4,0.0,0.0,0.5,0.49999999999999994,0.5996754773833635,0.0,0.8956521739130459,0.0,0.826923076923077,0.7622272978408398,0.48531181968289316,0.6006698851220573,0.0,0.2727272727272727,0.23333333333333334,1.0,1.0
0.09090909090909091,0.34375,0.44973708463264717,0.49435599577621736,0.0,0.0,0.0,0.75,0.49999999999999994,0.6112471976527729,0.0,0.5043478260869563,0.0,0.2692307692307693,0.31598918632967765,0.3571270983395032,0.6614537661836497,0.0,0.09090909090909091,0.8,1.0,0.09090909090909091
0.09090909090909091,0.3125,0.5510972637148099,0.2703592931454246,0.4,0.0,0.0,0.5,0.5833333333333333,0.7143253082628531,0.0,0.9826086956521749,0.0,0.25,0.09633961173473093,0.3379293007116948,0.7448822898915566,0.0,0.5454545454545454,0.23333333333333334,0.0,0.7272727272727273
0.12121212121212122,0.3125,0.5429241051640377,0.29116010255226055,0.4,0.0,0.0,0.5,0.6666666666666666,0.7063961006366615,0.0,0.8956521739130459,0.0,0.2692307692307693,0.331284215265925,0.4087604181832134,0.7306581292284164,0.0,0.2727272727272727,0.2,1.0,1.0
0.15151515151515152,0.4375,0.6999392172258609,0.21631028993935686,0.8000000000000002,0.0,0.5,0.5,0.7499999999999999,0.7773292840816808,0.24481327800829875,1.0,0.0,0.5,0.652537982673113,0.16093502655669534,0.7346133018320113,1.0,0.36363636363636365,0.6333333333333333,0.0,0.8181818181818182
0.12121212121212122,0.21875,0.5320690605301286,0.38182092975677717,0.0,0.0,0.0,0.75,0.6666666666666666,0.6957644638056717,0.0,0.6434782608695677,0.0,0.9230769230769231,0.5379095254539842,0.36948397240842157,0.707075360489454,0.0,0.8181818181818182,0.2,0.0,0.4545454545454546
0.09090909090909091,0.3125,0.44973708463264717,0.23930317179299743,0.4,0.0,0.0,0.5,0.49999999999999994,0.6112471976527729,0.0,0.9652173913043498,0.0,0.826923076923077,0.7718026387185628,0.5053695194772867,0.6090100053299361,0.0,0.0,0.5,1.0,0.0
0.06060606060606061,0.1875,0.3153339712993932,0.0870320474987284,0.8000000000000002,0.0,0.0,0.5,0.5833333333333333,0.4572319137694505,0.0,0.9391304347826086,0.0,0.6346153846153847,0.7579200077390091,0.18433525712685128,0.5210570648326387,0.0,0.09090909090909091,0.8,1.0,0.09090909090909091
0.09090909090909091,0.1875,0.38527373750043425,0.3866005907097181,0.0,0.0,0.0,0.25,0.49999999999999994,0.5399982698176231,0.0,0.43478260869565233,0.0,0.17307692307692307,0.40305048740765825,0.17160933865684758,0.6648528185036335,0.0,0.9999999999999999,0.3333333333333333,0.0,0.2727272727272727
0.12121212121212122,0.3125,0.610353517822616,0.3679590310920604,0.4,0.0,0.0,0.75,0.6666666666666666,0.7699219305509297,0.0,0.7478260869565219,0.0,0.9807692307692308,0.46639739168980787,0.30870183032005993,0.7571831212677669,0.0,0.09090909090909091,0.03333333333333333,1.0,0.09090909090909091
0.06060606060606061,0.21875,0.3611657033133404,0.18265827215367025,0.0,0.0,0.0,0.75,0.4166666666666667,0.28626691096697243,0.12655601659751037,0.07826086956522005,0.0,0.5961538461538461,0.5741682862653386,0.23947070501739942,0.4890675142326204,1.0,0.2727272727272727,0.8666666666666667,1.0,1.0
0.09090909090909091,0.28125,0.4194555748778437,0.21964179166095732,0.4,0.0,0.0,0.5,0.49999999999999994,0.5783567120085511,0.0,0.8956521739130459,0.0,0.826923076923077,0.7617731846724654,0.48618960806451694,0.5741191626189437,0.0,0.09090909090909091,0.3,1.0,0.09090909090909091
0.12121212121212122,0.25,0.5053016772699515,0.20055122960685,0.20000000000000007,0.0,0.0,1.0,0.49999999999999994,0.5996754773833635,0.0995850622406639,0.1652173913043491,0.0,0.6346153846153847,0.6950975177463778,0.18644745458067313,0.5154825681530708,1.0,0.8181818181818182,0.5,0.0,0.4545454545454546
0.06060606060606061,0.125,0.29177974549142505,0.3965404041253595,0.0,0.0,0.0,0.75,0.4166666666666667,0.4279999377314416,0.0,0.1043478260869577,0.0,0.5,0.7063138073034969,0.5927174938929369,0.4890675142326204,0.0,0.6363636363636364,0.2,0.0,0.6363636363636364
